fips	total	salaries	benefits	instruction	instruction_salaries	instruction_benefits	support	pupil_support	staff_support	general_admin	school_admin
20089	12487	5997	2160	7509	3987	1305	4371	726	97	777	770
20091	9340	6152	1891	6014	4374	1326	2935	520	415	97	507
20093	11482	6661	2062	7377	4734	1222	3607	215	182	690	647
20095	10430	5424	1629	6333	3332	1074	3565	598	216	316	506
20097	10524	5539	1532	6148	3418	923	3847	196	286	632	818
20099	9775	5251	1453	6214	3561	959	3016	210	215	313	541
20101	13296	7127	2170	8358	4846	1540	4136	15	321	1136	787
20103	8819	4661	1355	5477	3049	892	2880	355	293	244	511
20105	11269	6000	1733	7133	3992	1180	3488	144	161	581	719
20107	11252	5981	1512	6633	3854	881	3987	308	201	474	766
20109	10689	5980	1818	7195	4287	1285	2872	195	85	649	601
20111	9709	5504	1798	6002	3615	1172	3237	477	476	301	527
20113	9399	4832	1644	5981	3151	1027	2907	247	389	341	581
20115	11006	5416	1617	6876	3530	979	3561	241	325	487	727
20117	10613	5364	2080	6812	3467	1296	3167	330	340	395	598
20119	11525	6637	1630	7051	4346	1019	3775	407	244	581	561
20121	8563	4536	1424	5328	3004	988	2776	254	213	366	480
20123	11763	5593	2161	7420	3735	1349	3796	453	370	348	683
20125	9006	4737	1718	5827	3405	1040	2612	293	174	320	524
20127	10829	5955	1929	6800	4033	1248	3436	156	280	324	704
20129	9353	4570	1147	4954	3276	856	4074	113	66	732	2161
20131	10716	5850	1717	6782	4146	1065	3337	297	318	411	739
20133	10404	5093	1699	6608	3394	1113	3153	307	321	274	604
20135	11311	5707	1583	6638	3836	1131	4086	125	292	941	568
20137	11106	6201	1597	7067	4013	989	3476	203	317	446	654
20139	10357	5330	1603	6506	3561	1059	3308	263	277	503	619
20141	13269	6682	2428	7966	4231	1318	4553	383	208	841	1013
20143	10667	5664	1752	6354	3599	1039	3660	389	367	449	680
20145	10338	5040	1700	6322	3266	1149	3456	190	309	499	670
20147	11486	5686	1988	7486	4087	1368	3376	172	190	530	697
20149	9603	5184	1671	6187	3629	1168	2947	305	281	276	523
20151	9683	5048	1668	6531	3604	1123	2687	188	242	282	518
20153	11978	7130	2059	7674	5102	1320	3714	152	317	419	739
20155	9549	5563	1595	5957	3733	1048	3118	382	335	238	530
20157	11211	5797	1691	7102	3713	1091	3519	334	185	611	678
20159	11288	5746	1959	7166	3867	1268	3631	352	514	457	655
20161	9529	5927	1768	5969	4018	1174	3145	551	434	189	507
20163	11857	5961	1946	7299	3862	1225	3869	281	206	730	758
20165	12200	6232	2105	7562	4086	1372	3945	241	235	792	680
20167	11094	6860	2277	7050	4694	1645	3507	621	241	791	645
20169	10343	5429	1791	6200	3395	1176	3569	497	715	188	433
20171	10296	5687	1833	6158	3934	1270	3623	289	343	472	671
20173	9523	5713	2054	5611	3668	1312	3498	673	439	162	600
20175	9715	6015	1638	6120	4060	1166	3012	252	431	318	515
20177	9839	6132	1986	5934	4124	1325	3391	680	412	211	544
20179	10660	5766	1704	6523	3819	1110	3560	168	318	745	594
20181	9250	5239	1831	5994	3655	1255	2813	187	227	210	685
20183	12530	6826	1784	8006	4556	1255	3794	93	196	873	642
20185	13422	6926	1991	8486	4491	1076	4257	384	317	666	883
20187	11631	5971	2031	6981	4292	1277	4077	225	65	702	810
20189	10022	5691	1798	6043	3935	1047	3427	206	502	473	633
20191	10266	5901	1420	6532	4053	1024	3266	368	411	422	588
20193	10263	5583	2023	6287	3638	1248	3491	376	559	290	551
20195	10594	6495	1793	6768	4564	1311	3329	237	156	441	668
20197	11745	6710	1865	6892	4296	1245	4312	328	340	509	805
20199	12484	6846	2167	7638	4792	1185	4025	243	176	1048	607
20201	10854	5608	1929	7180	3829	1324	3150	194	178	402	594
20203	11391	6724	2064	6758	4329	1342	4111	262	342	598	684
20205	10720	5634	1953	6429	3548	1226	3652	317	329	390	770
20207	11643	5507	1784	7017	3569	1089	3951	412	442	393	611
20209	10252	5667	1785	6160	3586	1135	3587	360	563	247	580
21001	9078	5671	2202	5550	3951	1368	2971	265	415	277	432
21003	8467	5188	2030	4975	3484	1243	2851	316	394	209	476
21005	8055	4852	1797	5026	3441	1250	2512	146	454	243	412
21007	9226	5526	2177	5048	3594	1156	3562	312	312	547	636
21009	9163	5551	2109	5441	3895	1183	2954	280	345	409	471
21011	8451	5109	1916	4759	3318	1153	3087	428	345	427	481
21013	9658	5856	2219	5354	3819	1280	3603	481	622	401	500
21015	8338	5439	1845	4844	3570	1088	3042	445	299	253	534
21017	9183	5613	2103	5402	3744	1312	3267	411	415	324	507
21019	9256	5670	2022	5407	3854	1296	3315	397	810	219	410
21021	9473	6010	2365	5507	3632	1577	3370	355	804	267	485
21023	8349	5130	1906	4720	3355	1138	3034	430	293	584	488
21025	9999	5981	2547	5503	3824	1407	3752	357	460	511	430
21027	9070	5510	2144	5026	3567	1249	3357	298	375	394	552
21029	7748	5067	1783	4873	3539	1176	2437	256	408	135	506
21031	8868	5133	2011	5109	3397	1244	3171	327	398	414	391
21033	8406	5071	2021	4788	3321	1232	3068	326	264	340	477
21035	9038	5474	2170	5726	3889	1503	2718	320	385	213	367
21037	9459	5873	2109	5293	3759	1199	3654	486	497	458	584
21039	9206	5424	1922	5309	3663	1244	3361	330	212	438	427
21041	10644	6103	2408	5957	3962	1350	4000	384	748	399	640
21043	9002	5574	2155	5508	3895	1291	2978	412	392	122	407
21045	9454	5622	2343	5754	3829	1599	3037	426	230	209	399
21047	9025	5419	1991	5257	3707	1157	3148	488	256	187	394
21049	8174	5084	1860	5039	3587	1206	2514	332	307	230	394
21051	10529	6382	2737	5792	4032	1602	4076	277	866	544	467
21053	10101	6065	2471	6282	4244	1646	3173	393	325	346	523
21055	8343	5043	1951	4203	2978	1041	3556	587	542	384	614
21057	9708	5861	2326	5795	3654	1727	3309	423	612	324	459
21059	9198	5817	2125	5555	3918	1319	3062	408	456	117	580
21061	8661	5270	2089	5066	3493	1332	3012	316	400	230	371
21063	9444	5644	2208	5411	3651	1386	3306	150	435	358	419
21065	8662	5547	2034	4756	3401	1166	3283	500	479	172	486
21067	10747	6957	2310	6456	4606	1583	3784	583	473	138	540
21069	9693	5864	2287	5828	4024	1428	3180	526	497	392	328
21071	9638	5684	2252	5342	3684	1365	3581	243	466	196	706
21073	8745	5475	2016	5031	3528	1274	3238	441	501	207	578
21075	11068	6275	2500	6516	4182	1518	3882	416	556	760	574
21077	8985	5359	1984	4749	3285	1112	3601	399	357	348	581
21079	8358	5033	1925	5024	3470	1293	2797	294	316	345	346
21081	8360	5049	1921	4684	3224	1127	3074	383	536	185	462
21083	8640	5186	2027	4875	3557	1131	3105	382	384	335	406
21085	8277	5137	1916	5106	3482	1317	2593	389	460	183	351
21087	9256	5643	2239	5395	3891	1123	3141	254	359	299	461
21089	8574	5209	1965	4757	3389	1087	3238	367	498	360	519
21091	9510	5859	2130	5291	3700	1194	3591	385	554	233	605
21093	8908	5632	2011	5254	3800	1211	3063	537	509	109	457
21095	8963	5614	2081	5105	3590	1184	3303	475	477	285	538
21097	8233	5138	1884	4322	3271	847	3194	301	388	176	515
21099	9644	6156	2360	5248	3707	1370	3750	503	540	349	613
21101	8866	5476	2051	5303	3641	1342	2992	414	412	120	515
21103	8685	5265	2015	5067	3460	1342	3002	300	464	368	439
21105	10218	6161	2333	5869	4120	1455	3638	429	350	447	464
21107	8664	5282	2125	5243	3616	1314	2909	290	318	234	508
21109	9986	5990	2520	5691	3862	1498	3591	483	706	338	266
21111	11433	7561	2491	5944	4361	1345	4942	544	1227	38	858
21113	8440	5328	2056	4869	3525	1211	3117	377	329	61	635
21115	9207	5859	2114	6012	4261	1441	2595	230	149	234	437
21117	8915	5683	1928	5284	3740	1170	3181	523	272	272	567
21119	10444	6075	2456	6036	4079	1488	3683	207	569	359	460
21121	9962	6005	2384	5940	4012	1517	3409	514	389	187	455
21123	8775	5486	1956	5180	3694	1191	2975	420	593	188	435
21125	8037	4908	1836	4651	3192	1186	2775	490	507	140	341
